Accession,First,FirstProbability,Second,SecondProbability,Third,ThirdProbability,Fourth,FourthProbability,FinalResult,accepted_name,other_names
Q4DUK4,2,0.9978614449501038,3,0.9985017776489258,1,0.9664979577064514,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
Q57UP8,2,0.9971043467521667,3,0.997252881526947,1,0.9723846912384032,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
Q57X51,2,0.9975411891937256,3,0.997283935546875,1,0.9639850854873656,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
Q57UP7,2,0.9961585402488708,3,0.9958024621009828,1,0.968748152256012,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
Q8IJK4,2,0.9703273177146912,3,0.6196431517601013,1,0.9380930066108704,2.3.1.286,1.0,2.3.1.286,protein acetyllysine N-acetyltransferase,Sir2; protein lysine deacetylase; NAD+-dependent protein deacetylase
Q4QJ85,2,0.9960566759109496,3,0.9937976002693176,1,0.972772777080536,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
Q4Q5G6,2,0.99580055475235,3,0.9985113739967346,1,0.9639571905136108,2.3.1.199,1.0,2.3.1.199,very-long-chain 3-oxoacyl-CoA synthase,very-long-chain 3-ketoacyl-CoA synthase; very-long-chain beta-ketoacyl-CoA synthase; condensing enzyme (ambiguous); CUT1 (gene name); CER6 (gene name); FAE1 (gene name); KCS (gene name); ELO (gene name)
P0DX82,2,0.9900147914886476,3,0.8892131447792053,2,0.846600353717804,2.3.2.31,1.0,2.3.2.31,RBR-type E3 ubiquitin transferase,
Q47595,2,0.9896311163902284,4,0.993067741394043,1,0.9844827055931092,2.4.1.345,1.0,2.4.1.345,phosphatidyl-myo-inositol alpha-mannosyltransferase,mannosyltransferase PimA; PimA; guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase (ambiguous)
B5T072,2,0.9974512457847596,4,0.99604994058609,1,0.950413465499878,2.4.1.306,1.0,2.4.1.306,"UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-N-acetylgalactosaminyltransferase ",WbnH
Q47594,2,0.998457670211792,4,0.9651802182197572,1,0.989582061767578,2.4.1.378,1.0,2.4.1.378,"GDP-mannose:alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und alpha-1,4-mannosyltransferase",wbaU (gene name); rfbU (gene name)
Q47593,2,0.9989364743232728,4,0.783458948135376,1,0.9642409682273864,2.4.1.21,1.0,2.4.1.21,starch synthase (glycosyl-transferring),"ADP-glucose---starch glucosyltransferase; adenosine diphosphate glucose-starch glucosyltransferase; adenosine diphosphoglucose-starch glucosyltransferase; ADP-glucose starch synthase; ADP-glucose transglucosylase; ADP-glucose-starch glucosyltransferase; ADPG starch synthetase; ADPG-starch glucosyltransferase; starch synthetase; ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
Q9ZIT6,2,0.9981961846351624,4,0.9894383549690248,1,0.9953450560569764,2.4.1.58,1.0,2.4.1.58,lipopolysaccharide glucosyltransferase I,UDP-glucose:lipopolysaccharide glucosyltransferase I; lipopolysaccharide glucosyltransferase; uridine diphosphate glucose:lipopolysaccharide glucosyltransferase I; uridine diphosphoglucose-lipopolysaccharide glucosyltransferase
Q9LC67,2,0.9989784955978394,4,0.7583175301551819,1,0.966980516910553,2.4.1.21,1.0,2.4.1.21,starch synthase (glycosyl-transferring),"ADP-glucose---starch glucosyltransferase; adenosine diphosphate glucose-starch glucosyltransferase; adenosine diphosphoglucose-starch glucosyltransferase; ADP-glucose starch synthase; ADP-glucose transglucosylase; ADP-glucose-starch glucosyltransferase; ADPG starch synthetase; ADPG-starch glucosyltransferase; starch synthetase; ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
M4QN28,2,0.9988168478012084,4,0.7884988784790039,1,0.9509605169296264,2.4.1.345,1.0,2.4.1.345,phosphatidyl-myo-inositol alpha-mannosyltransferase,mannosyltransferase PimA; PimA; guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase (ambiguous)
D4AD75,2,0.9985356330871582,4,0.9968749284744264,1,0.9903229475021362,2.4.1.267,1.0,2.4.1.267,"dolichyl-P-Glc:Man9GlcNAc2-PP-dolichol alpha-1,3-glucosyltransferase","ALG6; Dol-P-Glc:Man9GlcNAc2-PP-Dol alpha-1,3-glucosyltransferase; dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase"
Q7VNA4,2,0.999154806137085,4,0.9870022535324096,1,0.4516399502754211,2.4.1.227,1.0,2.4.1.227,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,"MurG transferase; UDP-N-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol beta-1,4-N-acetylglucosaminlytransferase; UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase"
Q8VQ46,2,0.9979956150054932,4,0.983729898929596,1,0.9571219086647034,2.4.1.308,1.0,2.4.1.308,"GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase",WbnK
O87333,2,0.998731791973114,4,0.977412760257721,99,0.5902151465415955,2.4.99.24,1.0,2.4.99.24,lipopolysaccharide heptosyltransferase II,HepII; rfaF (gene name); WaaF; heptosyltransferase II
Q0P9A8,2,0.913831353187561,4,0.976019561290741,99,0.5742110013961792,2.4.99.25,1.0,2.4.99.25,lipopolysaccharide heptosyltransferase III,waaQ (gene name); rfaQ (gene name)
P0DX54,2,0.9989925026893616,4,0.9842574596405028,99,0.9493029713630676,2.4.99.23,1.0,2.4.99.23,lipopolysaccharide heptosyltransferase I,HepI; rfaC (gene name); WaaC; heptosyltransferase I (ambiguous)
P0DX62,2,0.899387001991272,4,0.9769791960716248,99,0.5836297273635864,2.4.99.25,1.0,2.4.99.25,lipopolysaccharide heptosyltransferase III,waaQ (gene name); rfaQ (gene name)
Q9HUF5,2,0.9985499978065492,4,0.967451810836792,99,0.9208099246025084,2.4.99.23,1.0,2.4.99.23,lipopolysaccharide heptosyltransferase I,HepI; rfaC (gene name); WaaC; heptosyltransferase I (ambiguous)
P0DW71,2,0.4939644634723663,7,0.9797977209091188,0,0.6678875684738159,2.7.13.3,1.0,2.7.13.3,histidine kinase,EnvZ;  histidine kinase (ambiguous); histidine protein kinase (ambiguous); protein histidine kinase (ambiguous); protein kinase (histidine) (ambiguous); HK1; HP165; Sln1p
E7F654,2,0.9895435571670532,7,0.9996165037155152,1,0.994354486465454,2.7.1.78,1.0,2.7.1.78,polynucleotide 5'-hydroxyl-kinase,ATP:5'-dephosphopolynucleotide 5'-phosphatase; PNK; polynucleotide 5'-hydroxyl kinase (phosphorylating); 5'-hydroxyl polynucleotide kinase; 5'-hydroxyl polyribonucleotide kinase; 5'-hydroxyl RNA kinase; DNA 5'-hydroxyl kinase; DNA kinase; polynucleotide kinase; polynucleotide 5'-hydroxy-kinase
Q9W2R3,2,0.9995266199111938,7,0.9996292591094972,1,0.9883055686950684,2.7.1.68,1.0,2.7.1.68,1-phosphatidylinositol-4-phosphate 5-kinase,diphosphoinositide kinase; PIP kinase; phosphatidylinositol 4-phosphate kinase; phosphatidylinositol-4-phosphate 5-kinase; type I PIP kinase 
A0A728KSL7,2,0.9988295435905457,7,0.9981141090393066,7,0.9958212375640868,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
A0A853PXE5,2,0.99873286485672,7,0.9955427050590516,7,0.9809790849685668,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
Q89Y83,2,0.9978570342063904,7,0.9990153312683104,7,0.9937698245048524,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
P0DX77,2,0.9986770749092102,7,0.9967327117919922,7,0.9957908391952516,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
P0DX69,2,0.9986770749092102,7,0.9967327117919922,7,0.9957908391952516,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
P0DW68,2,0.7091242074966431,7,0.9825901389122008,7,0.8107094764709473,2.7.7.49,1.0,2.7.7.49,RNA-directed DNA polymerase,DNA nucleotidyltransferase (RNA-directed); reverse transcriptase; revertase; RNA-dependent deoxyribonucleate nucleotidyltransferase; RNA revertase; RNA-dependent DNA polymerase; RNA-instructed DNA polymerase; RT
P0DX86,2,0.99723619222641,7,0.9997207522392272,7,0.994163453578949,2.7.7.65,1.0,2.7.7.65,diguanylate cyclase,DGC; PleD
A8BPK8,2,0.9978298544883728,7,0.9975343942642212,11,0.9968574047088624,2.7.11.21,1.0,2.7.11.21,polo kinase,Cdc5; Cdc5p; Plk; PLK; Plk1; Plo1; POLO kinase; polo serine-threonine kinase; polo-like kinase; polo-like kinase 1; serine/threonine-specific Drosophila kinase polo; STK21
B2RVI8,2,0.9975348711013794,8,0.99684476852417,0,0.9934908151626588,2.8.2.2,1.0,2.8.2.2,alcohol sulfotransferase,hydroxysteroid sulfotransferase; 3beta-hydroxy steroid sulfotransferase; Delta5-3beta-hydroxysteroid sulfokinase; 3-hydroxysteroid sulfotransferase; HST; 5alpha-androstenol sulfotransferase; cholesterol sulfotransferase; dehydroepiandrosterone sulfotransferase; estrogen sulfokinase; estrogen sulfotransferase; steroid alcohol sulfotransferase; steroid sulfokinase; steroid sulfotransferase; sterol sulfokinase; sterol sulfotransferase; alcohol/hydroxysteroid sulfotransferase; 3beta-hydroxysteroid sulfotransferase; 3'-phosphoadenylyl-sulfate:alcohol sulfotransferase
A0A509AF62,2,0.9976947903633118,8,0.9240297079086304,1,0.9212310314178468,2.8.1.7,1.0,2.8.1.7,cysteine desulfurase,IscS; NIFS; NifS; SufS; cysteine desulfurylase
A0A2K8FTN3,2,0.996877670288086,8,0.9864614605903624,1,0.8556928038597107,2.8.1.7,1.0,2.8.1.7,cysteine desulfurase,IscS; NIFS; NifS; SufS; cysteine desulfurylase
Q8IBT4,2,0.9968878626823424,8,0.944244623184204,1,0.8572232723236084,2.8.1.7,1.0,2.8.1.7,cysteine desulfurase,IscS; NIFS; NifS; SufS; cysteine desulfurylase
Q89Y81,3,0.9885457158088684,1,0.6592561602592468,0,0.2803463935852051,3.1.6.21,1.0,3.1.6.21,linear primary-alkylsulfatase,sdsA1 (gene name); yjcS (gene name); type III linear primary-alkylsulfatase
P0DX66,3,0.9983639121055604,1,0.8700467348098755,0,0.8629541397094727,3.1.13.1,1.0,3.1.13.1,exoribonuclease II,ribonuclease II; ribonuclease Q; BN ribonuclease; Escherichia coli exo-RNase II; RNase II; exoribonuclease (misleading); 5'-exoribonuclease (misleading)
P0DX80,3,0.9983639121055604,1,0.8700463771820068,0,0.8629545569419861,3.1.13.1,1.0,3.1.13.1,exoribonuclease II,ribonuclease II; ribonuclease Q; BN ribonuclease; Escherichia coli exo-RNase II; RNase II; exoribonuclease (misleading); 5'-exoribonuclease (misleading)
Q9VFF3,3,0.9991470575332642,1,0.5737335085868835,0,0.9880858659744264,3.1.13.4,1.0,3.1.13.4,poly(A)-specific ribonuclease,"3'-exoribonuclease; 2',3'-exoribonuclease"
D4A1X2,3,0.99901020526886,1,0.6151139140129089,0,0.9839975833892822,3.1.13.4,1.0,3.1.13.4,poly(A)-specific ribonuclease,"3'-exoribonuclease; 2',3'-exoribonuclease"
Q9P451,3,0.997215986251831,1,0.8801301121711731,1,0.9863935112953186,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8QDF0,3,0.9973670840263368,1,0.8871424794197083,1,0.986951231956482,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A8QCV7,3,0.9974926710128784,1,0.880395770072937,1,0.9891934990882874,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A8QCV4,3,0.99624902009964,1,0.879626452922821,1,0.991019070148468,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A8QB34,3,0.9975070357322692,1,0.7966311573982239,1,0.9857639670372008,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8Q9M3,3,0.994504988193512,1,0.6538520455360413,1,0.9906044602394104,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A0A8R9Z5V5,3,0.997885763645172,1,0.8728157877922058,1,0.9888724684715272,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
P9WEM7,3,0.9978309273719788,1,0.8634435534477234,1,0.9813848733901978,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
I1RLL3,3,0.9978322386741638,1,0.8442996740341187,1,0.9829279780387878,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
I1RIF1,3,0.9988412261009216,1,0.6700127720832825,1,0.9891449809074402,3.1.1.42,1.0,3.1.1.42,chlorogenate hydrolase,chlorogenase; chlorogenic acid esterase
Q9HE20,3,0.9982428550720216,1,0.7937536835670471,1,0.9759302139282228,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
I1RHF8,3,0.9989481568336488,1,0.7982152700424194,1,0.9950050711631776,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
I1RDA9,3,0.9984909296035768,1,0.7542996406555176,1,0.9938754439353944,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
I1RCD3,3,0.9994421601295472,1,0.819168746471405,1,0.98170667886734,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
